titulo,texto
Calendário JPB volta mais uma vez ao IFPB de Cabedelo pedindo melhorias da infraestrutura-5503212.wav,hora voltamo história vontad negócio lento tartaruga sonho funcionário linha acesso preciso passagem difícil greve história diretor secretária última visita calçamento promessa calçamento verba projeto casamento projeto orçamento maio orçamento construção passagem mão passagem restinho calçamento entrada verdad passagem trecho apresentação rampa segurança orçamento orçamento torno situação prefeitura difícil data prefeito interess data coisa financeiro orçamento pronto objetivo levantamento custo andamento comunidad expectativa maio luta compreensão prefeito esforço secretária possamo fato concreto autoridad governo contato
"Calendário JPB - Emlur começa a limpar escadaria do Cristo, em João Pessoa-7734891.wav",novidad escadaria turma faxina puxão orelha comunidad volta escadaria rapaz serviço turma força massa comunidad cansaço fácil direitinho velho coluna lascada melhor valeu show bola viagem viagem segur irmãozinho serviço negócio lixo população cuidado lixo público trabalho comunidad lixo mato própria natureza irmão trabalho trabalho limpeza fácil menino rapaz sorriso rosto escadaria limpa mundo turma setor obra tudo melhorada melhor lixo força comadr lixo lixo respeito humano início serviço senhora presença carimbo carimbo rola lixo
Calendário JPB vai até o Colinas do Sul-5405171.wav,conjunto pronto crech posto saúd obra metad dinheiro lixo equip história conjunto casa pronto obra crech comunidad prédio crech mato vidro fogo par motel noit visita mudança limpeza limpeza segurança segunda-feira content menina 2018 obra sonho obra pensamento comunidad luta criança obra expectativa visita equip carinho crech posto saúd chão luta comunidad pedra crech tira óculo escuro luta obra pronta recepção banco pessoa consulta farmácia prateleira alvenaria
"Calendário JPB volta ao bairro de Paratibe, em João Pessoa-7732319.wav",destino negócio ruim apelo massa chuva carro filho perigoso buraco força risco carro ruim moto criança idoso chuva último amigo negócio ruim vida jeito vida amor senhora feirinha negócio carro feira situação carro jeito verdad organizada carro última casa mulher ruim casa bebê médico horrível ele quinta-feira chuva rapaz contato resposta programação causa chuva praia segura menina andamento resposta promessa negócio serviço chuva julho caso chuva período chuva inteira inteira técnica marca virtual julho volta
Calendário JPB vai ao bairro de Várzea Nova-4985440.wav,lixo calçamento ninguém ajuda consigo situação rua cidad problema bota casa mont lama calçamento quantidad socorro cao rápido moça água água limpa cano olho transtorno água canalização salvo constant chove água tribulação destino materi orgânico pessoa calçamento terreno baldio lixo doméstico carro lixo ajuda lixo doméstico ruim
Calendário JPB - há três anos comerciantes esperam por reforma no Mercado do Geisel-5812719.wav,novela feliz mercado drama infraestrutura lixo mercado péssimo como situação pedra sonho mercado fiquei pegadinha olho chão mercado calçamento interna mercado pedra calçamento história entrada mercado pedra entrada mercado ninguém entrada entrada compromisso calçamento mercado abril mercado banheiro bloco usuário droga insegurança mercado situação pedido princip calçamento última visita resposta sedurb licitação calçamento mercado informaçõ solicitação prefeito sonho
Calendário JPB  - tem carimbo de resolvido no Colinas do Sul-5558088.wav,notícia aliviada hora carinho feliz vida calçamento vivo ninguém comunidad surpresa seguint vazamento calçamento surpresa melhor gasto água desperdício pena água água desperdício incrível calçada ajeitando caminhão verdad olha caminhão serviço calçada vazamento janeiro carimbo aniversário aniversário present conclusão buraco início água present amém segura firm encosta tanquinho linda maravilhosa promessa promessa satisfeito ideia alegria bobagem água
Calendário JPB volta a Mangabeira e mostra que chuva piorou a situação da rua-7807814.wav,situação pior tranquila galeria água certinho situação baixa região fluxo água part período chuva mundo frent cabo princip boca lobo verdad boca lobo entupida entupida lixo mato enxurrada rua culpa culpa natureza água esquina água situação visitam arroz arroz arroz terra responsável plantação arroz dever direito interessant situação quão quanto morador idad idad tamanho jeito absurdo funcionário dono terreno empresa calçada responsabilidad proprietário casa prédio limpeza passeio pessoa difícil calçada irresponsabilidad limpeza condiçõ limpeza água limpeza danilo água seguint frent inteira cara embaço sexta-feira
"Calendário JPB volta a rua no bairro do Grotão, em João Pessoa-5987030.wav",caso horrível cheia buraco chuva situação carimbo televisão vasilha verdad frent casa caminhão entulho quanto salão chuva fort costum água entulho lixo buraqueira horrível situação cuidado jeito menina frent frent doent genro hospit jeito carro buraco ambulância luta genro bota carro cuidado resto água mulher história promessa casamento promessa casa autoridad reportagem terça-feira resposta leitura semana resposta resposta promessa sequer resposta
Calendário JPB - moradores do Riachinho reclamam de abandono-6723552.wav,presença autoridad fundament solução olho morador diferença projeto lindo notícia ninguém cidadão política casa projeto comunidad situação vídeo expectativa realidad presta atenção situação casa única casa tronco escadaria imagina pessoa dificuldad locomoção luxo projeto bonito projeto maravilhoso pracinha lazer vida real vida real cheio buraco lixo abandono promessa promessa representant município obra obra rápida prazo serviço primavera verão mundo tranquilo oportunidad secretária entrevista licitação modalidad modalidad mundo olhei última licitação resposta secretaria planejamento jamento resposta última chuva desespero água água casa pessoa recado prefeito prefeito pena casa água
"Calendário JPB - praça está 'quase' pronto no bairro do Esplanada, em João Pessoa-7459130.wav",time concurso filho aniversário festa feliz praça praça única bonita limpinha limpinha menino ordem carinho praça gangorra criançada suport certinho escorrego funcionário balanço balanço balanço massa comunidad equipamento ginástica feio iluminação trocada troca escura bonita maravilhosa setor domino atenção especi alambrado trocado bonito lindo maravilhoso piso quadra bacana massa tabela basquet frent manhãzinha noit atenção criança turma caminhada comadr senhora besteirinha menino família casa escola escola criançada praça brinca menina gangorra bora data negócio
Calendário JPB - praça no Centro de João Pessoa é recuperada-7231833.wav,respirada praça turístico diversão capit tempão história buraqueira tropicano idad dificuldad bagaceira hora tudinho buraco esquina prédio antigo erário público conserto buraco pedra reclamação pronto besteira tenso besteirinha coisa princip buraco direito idoso jeito princip lanchonet evento praça chorinho salgadinho tecido carimbo comunidad força vitória trato visual bacana conservação autoridad cidad
'Calendário JPB' recebe carimbo de 'Resolvido' em praça no Vieira Diniz-6166735.wav,hora carimbo hora feia caso visita última terça-feira outubro vivo casa olha meio-dia criançada repent comunidad luta isso vida luta passo passo confira visita certo limpeza almejamo cara conta criança camisa vida trabalho importância impressão abandono cara informação funcionário sedurb responsa sável trabalho manutenção praça semana criança gangorra base serviço melhorada melhor começo senhora criança criança presença vida carimbo caneta continuação história senhor setembro história
Calendário JPB volta a escola estadual no bairro do Jenipapo-5830638.wav,outubro reforma muro escola muro muro luta decepção muro jeitinho muro escola jeito decepção decepção ano escola jeito muro trabalho muro trabalho tchau tchau amigo diretor diretor escola senhor sombra assunto longo longo desengano sentimento decepção mudança prioridad escola situação pior data início obra prazo quinta-feira muro escola prioridad urgent urgência muro escola pior situação escola pronta situação semelhant normal materi disponível confiança voto confiança abril maio junho julho agosto
"Calendário JPB volta à casa com buraco no José Américo, em João Pessoa-5902418.wav",hora situação séria casa buraco sala situação claro pior dia chuva minutinho vídeo hora criança colégio escola meia hora conta água chuva água conta jeito preocupação inevitável risco doença fiquei situação filho escola causa perna molhada perigo enorm água casa perna história simpl vazamento água vazamento calçamento nota solicitação defesa civil casa olhada solução casa alívio solução alternativa limpeza profunda galeria início trabalho casa história risco casa risco preciso moradia mulher casa situação mundo senhora situação casa mulher jeito pessoa contato comigo água senhora situação casa
Calendário JPB  - Obra de esgotamento sanitário continua parada em João Pessoa-5474755.wav,volta novidad obra esgoto tempo resposta autoridad equip história calçamento sonho chegada saneamento básico obra esperamo obra transtorno força água mundo ansioso representant companhia nota e-mail obra motivo rescisão contrato empresa serviço obra contratu burocrática relicitação fase conclusão normalidad burocrática obra obra prazo garantia tranquilo senhor pessoa organizadissima foto placa obra setembro pouco reai governo feder parceria governo companhia data resposta carimbo andamento certo seguint
"Calendário JPB volta à Praça da Juventudo, no bairro das Indústrias-7766209.wav",feliz vida desilusão caso prefeitura puxão orelha vândalo coragem lixeira banheiro nota manutenção praça comunidad rapaz foto show buraco frent mulher causa chuva caramba lixo lixeira grama criança coisa linda senhora imagen parquinho criançada praça praça mato inteiro parafuso carreira medo queda casa perna parafuso viss escola ação limpeza bonito limpeza limpeza comunidad comunidad aluno quadra legal bacana show bola féria escolar menino força banheiro jeito rapaz banheiro casa caatinga banheiro senhora senhora banheiro sujeira sujeira equip produção contato
Calendário JPB volta ao bairro de Jaguaribe em João Pessoa-5043023.wav,equip prontinho equipamento detalh carimbo afin conta obra início instalação expectativa cadê diretora casa início colégio hora intervalo sala aula diretora senhora laboratório medida professor aluno semana transformador instalação elétrica carga energia condicionado hora indispensável ar-condicionado condicionado situação mundo situação ótimo história
Calendário JPB volta ao IFPB em Cabedelo-5856700.wav,acesso funcionário aluno junho visita novidad equip guarita chuva érica telefon novidad novidad boa direto assunto documento mão qual prefeito processo setor licitação licitação condiçõ obra obra passagem rampa exato acesso linha ótimo encaminhamento feliz passagem melhoria significativa acesso garantia efetividad açõ carro período chuva banho lama processo período chuva buraqueira desvio aluno conta acesso dificuldad acesso compromisso instalação coletivo conta dificuldad prejuízo empresa acesso fácil empresa professor comunidad benefício simpl prefeito obra dificuldad financeira história andamento certo data repent obra período licitatório tempinho ordem serviço imprevisto licitação casa certo agosto
Calendário JPB - moradores do Mutirão estão lutando há anos por construção de um canal-6320225.wav,comunidad comigo mutirão ano construção canal construção empresa obra movimento trabalho criança escola pessoa alegr canal pronto coisa mutirão horário última trabalhador medo receio obra prazo novembro obra situação mundo mundo ninguém ninguém ninguém entendeu pessoa funcionário ninguém criança animai lixo esgoto espaço jeito canal pont medo rampa conta rapaz apanha buraco buraco casa esquina perigo filha perigo cavalo menino cavalo quebra perna cavalo rede esgoto calçamento promessa época canal casamento canal casamento essa ninguém confiança feia situação canal firma carro governo empresa empresa obra andamento história
"Calendário JPB volta ao Alto do Mateus, em João Pessoa, e mostra problema resolvido-7790052.wav",carinho mundo carimbo resolvido alto ajuda árvore praça serviço folga comigo amigo praia filho folga casa indicação poda árvore escola vivo junho árvore fio preocupação época chuva jeito sorriso rosto época chuva fevereiro reportagem reportagem semana olha casa placa vende-s dindin medo casa perigoso perigoso medo fiação parou chuva peso galha senhora medo medo filho filho chuva galha medo agonia turma
Calendário JPB volta ao Bairro de Jeremias em Campina Grande-5856932.wav,volta revitalização espaço lazer comunidad melhoria desengano quadro solicitação gerent jeito equip última quantidad lixo entulho lixo lixo lazer placa lazer gasto revitalização revitalização caixa lixo ninguém ninguém sozinho lazer volta parceiro engenheiro secretaria serviço urbano secretaria última data processo licitatório solicitação semana entrega proposta pessoa empresa aviamento ela processo licitatório maio obra parqu quadra projeto processo licitação maio sexta-feira empresa processo licitatório proposta preço habilitação documentação prazo processo licitatório resolução início ordem serviço processo andamento
'Calendário JPB' vai pela 5ª vez ao conjunto Ernani Sátiro pedindo recuperação de praça-6142662.wav,meio-dia visita conversa serviço visita conjunto recuperação praça última visita maquiagem praça equip equip maquiagem projeto projeto pedra sabão criança idoso medo acident pedido simpl retirada lixo beleza queda idoso mato história praça pouquinho jeito carinho aumenta rápido negócio pronto balanço criança lama criança cheio lama ninguém ninguém rapaz pergunta segura firm carimbo andamento resposta pedido simpl data outubro outubro resposta esperança representant
Calendário JPB vai ao Roger-4350149.wav,semana notícia ótima água torneira tentativa visita cozinha louça dona louça roupa casa água água atividad normai fico feliz todinho água maravilha casa casa pessoa coisa roupa prato casa casa riqueza comigo louça direito casa época filho água casa sofrimento criança criança roupa prata bald casa banho pertinho vizinhança casa vizinhança roupa estendida varal dificuldad chuva difícil roupa vizinha prova vizinhança água roupa banho criança tudo visita sucesso repent homem representant conosco visita autoridad feliz verifica balança antiga rede populaçõ formação corretivo ação preventiva
O Calendário JPB volta a uma das esquinas que tinham um mau cheiro insuportável-7196684.wav,esquina cheirosa esquina bancário informação esquina fedorenta amigo frent amiga esgoto força festa carimbar resolvi conta escola vida esgoto água esgoto filho escola própria escola diretora diretora senhora turma sério ano água chuva saia lama esgoto escola filho alívio coração rápido bichinho casa carro carro serviço obrigação ele rápido medalha atenção professora festa hora
Calendário JPB volta ao bairro do Mutirão-5472074.wav,obra canal comunidad superintendent secretaria planejamento estado obra novembro data suplan atraso obra dezembro anota data volta obra previsão trabalho suplan novembro claro estaremo volta
Calendário JPB - moradores de Oitizeiro pedem calçamento de rua-5764929.wav,equip oitizeiro calçamento drenagem terraplanagem intransitável oitizeiro situação cobertura materi obra drenagem água lugar calçamento situação ruim muita visita outro paliativo calçamento princip drenagem firma botou aterramento calçamento chuvinha cratera alguém firma discussão boca lobo firma calçamento aterro chuva leva água canto riacho jeito obra drenagem tubulação quantidad água hora chuva jeito movimentação pedaço bonzinho carro carro jeito tranquilo carro polícia volta benefício início ligação contorno benefício buraqueira avanço andamento amento buraco obra obra andamento buraco
Calendário JPB volta ao Conjunto Cidade dos Colibris-5773677.wav,segunda-feira test seguint seguint obra cidad fort hora direitinho história buraco esgoto transtorno bonitinho carro moto tranquilo buraco enorm esgoto tubulação última encarregado seinfra tubulação colocado conta tribulação vazão água boca lobo tranquilidad alagamento buraco passagem carro dificuldad evasão água suficient tubulação suficient quantidad água rua quantidad água suficient situação tranquila encarregada tribulação conjunto tubulação situação alargamento água casa obra jeito jeito filha casa água jeito fome seguint carinho serviço chuva última test isso verdad chuva fort tribulaçõ quantidad água
"Calendário JPB 1 mostra mudança em rua no bairro de Paratibe, em João Pessoa-7468479.wav",alto situação senhor carro agonia coisinha diferent abraço floresta mato mato verdad seguint probleminha parabén hein verdad pedido intermediário situação idoso criança pessoa dificuldad locomoção jeito irregular espaço conta calçada pedido responsabilidad sedurb calçada serviço dono terreno calça jean legal pedestr direito calçada carinho difícil certo certo calçada esgoto contato serviço chora grito senhora gosto jeito negócio carimbo andamento
Calendário JPB volta ao José Américo-7655867.wav,bomba obra promessa maio promessa olhada repórter capa chuva direitinho menino situação causa esgotamento sanitário jeito situação motorista ônibu esquina imagem ônibu flagrant certo água calçada esgoto bichinho dono terreno ônibu última sentimento paradinha parada causa chuva parada obra prazo notícia boa rapaz esgoto homem dedo resposta obra licitação pendência última empresa empresa acordo seguint data andamento prazo conclusão obra junho bota começo julho melhor tensão junho bonzinho pagamento parceiro início carimbo tempinho atrapalha vida comunidad região promessa prazo régua conta julho marca
Calendário JPB em quatro bairros da Grande João Pessoa-5131172.wav,cepcion água comunidad ginásio comunidad data aproximação período eleitor trabalho sério credibilidad melhor política conta recesso comunidad novembro eleiçõ tranquilo período eleitor cidad tranquilo nome prefeito esgotamento sanitário calçamento esgotamento lembrando público paralelepípedo equip situação troca verão inverno nome nome descaso later sentido ligação frent trecho calçamento único inteiro setor calçamento acesso difícil olhadinha important centro comerci peça calçamento empresa casa calçamento rapaz previsão idad hora prioridad verdad verdad última semana infarto verdad verdad semana
Calendário JPB vai ao bairro do Grotão-4895720.wav,calçamento cidad cidadão direito calçamento situação situação complica garoazinha situação alma prefeito secretário situação repórter inverno situação erosõ água água cao antigo casa chuva ajuda ajuda cidad pessoa foto situação tempo inverno bueiro água casa serviço pior situação providência coisa preta direito casamento orçamento participativo notícia site calçamento resposta e-mail assessoria imprensa seinfra seguint previsão obra intervenção previsão orçamento arrecadação execução segura firm fico secretário mundo
Calendário JPB vai ao José Américo-5870545.wav,meio-dia hora missão capit galeria cheia água vazamento água limpa sabia convivem água chuva vazamento água limpa claro cano água direito pedra pedra calçamento pedra calçamento calçada canto água retiraram máquina buraco água seja alguém galeria senhora vida tudinho alaga casa limpeza galeria atenção infra alagamento galeria limpeza chuva força fort pedido socorro pedido socorro situação casamento olha passem água limpa noit data
"Calendário JPB vai até uma das principais praças de Tibiri, em Santa Rita-7620254.wav",parada principai praça princip negócio problema última visita representant semana obra cara última lembra brinquedo criançada negócio posto lembr quadra esport troca iluminação jeito cabra semana semana prazinho jeito seguint representant convênio energia lâmpada luminária distância ação energia energia caixa fiação tampa criancinha volta manutenção certo brinquedo população prazo diferent diferent noit devagarzinho caramba junho negócio palavra documento palavra matemática proporção prazo motivo nenhum
'Calendário JPB' vai até José Américo para uma nova missão-6082666.wav,missão capit simpl moleza ninguém equip história curiosa terreno cheio mato lixo cabeça comunidad história conclusão limpeza empresa morta terreno terreno lot pessoa terreno câmara vereador burocracia situação árvore planta alta lixo morto muriçoca noit ninguém bora situação fácil mato canto caixa velha lixo garrafa vidro bebida absurdo paraíso mosquito dengu animai rato terreno própria pessoa própria trist situação diferent meio-fio porta pessoa despejem lixo olha noit maconha cocaína urgent limpeza
Problema de escola nas Três Irmãs virou cobrança do Calendário JPB-7565313.wav,causa chuva aula escola escola vídeo diretor situação frent escola lagoa frent escola causa cansamo cedinho diretor escola foto vídeo situação alagamento frent escola chuva madrugada situação água frent escola equip manutenção secretaria educação aluno escola escola aula volta casa escola jeito jeito lama olha hora volta hora manhã nome filho falei esperança promessa promessa promessa situação vizinha bota água sábado água esposo rodo pouquinho aula água colégio volta casa aula escola bota cadeira seguint escola impossível bolsa casa aula filmagem
"Calendário JPB - Em Paratibe o pedido foi atendido, mas os moradores querem mais-5912978.wav",casa buraco situação olha carro dificuldad isso sinal visita dificuldad pensamento cabeça garagem garagem casa coitado carro tubulação água buraco visita seinfra vistoria situação sexta-feira segunda-feira rápido terça-feira dinheiro foto foto bonita foto seguint equip reportagem vanderlei claro nome sofrimento vanderlei carro garagem carro reportagem carro situação calçamento drenagem início construtora trecho senha infra resposta previsão drenagem surpresa rua rua calçamento resposta caro resposta cidad
"Calendário JPB - em Cabedelo, escola ganha uma nova fossa-5658226.wav",outubro situação estudant foto sossego escola notícia melhor situação camalaú fossa água suja detrito cheiro risco doença transtorno comunidad escola situação visita escola última fossa andamento prazo pronto laje fossa novinha fossa cúbico capacidad guardião escola feliz duro força cheiro escola honra gratificant força pronta última semana funcionamento foto antiga conjunto água filtro água força escada capacidad alegria fevereiro segura carimbo produção contato contato força fevereiro carimbo andamento alegria escola pronta surpresa trabalhador escola inteira reforma escola
Calendário JPB volta à Bayeux-6683698.wav,pepino cidad instabilidad política ideia prefeito seguint reportagem outro pedra cheio pedra pedra torta difícil carro situação fácil mulher menino braço menino chão criança braço horrível carrinho bebê dificuldad dia perigoso roupa limpeza lixo metad lixo carro bicicleta horrível ambulância semana meia-volta acident doméstico carro resposta secretário infraestrutura pasta prefeito president câmara cidad serviço cimento água chuva cimento serviço asfáltica materi serviço prazo chuva trégua lixo matag serviço carimbo abril segunda-feira senhor bicicleta carona
Calendário JPB volta ao Funcionários IV em João Pessoa-5761791.wav,bronca público entendimento própria água suja visita direitinho buraqueira água cozinha banheiro água casa terraplanagem água série semana fiscalização guardiã sozinha trabalho pessoa doent última visita alguém órgão água alguém fossa toqu fiqu terraplanagem terra planagem água água senhora estrago água suja situação semana secretaria ambient senhora saída água pergunta senhora calçamento situação bonitinha plana água jeito jeito mundo terra planagem calçamento pergunta
Calendário JPB com carimbo de resolvido-7631815.wav,momento bacana jornal ano problema sossego esgoto encontro comunidad simbora esgoto porta povo fedentina ninguém situação jeito sequinho esgoto bloquinho gatinha causa esgoto diferença mudança cheiro incomoda casa semana ambient ligação esgoto clandestino vazamento semana semana domingo suadinha menino esgoto carro água esgoto horrível veículo esgoto jeito perigo acident moto carro carro agradecimento força jeito comunidad pera senhora senhora volta senhora casa esgoto seco diga diga velha maravilhoso recent tranquilo água hora carimbar
Calendário JPB - moradores do Ernani Sátiro pedem reforma na praça-5793262.wav,meio-dia reforma visita notícia sensação antiguidad comunidad situação volta resposta clima mato entulho melhorada barco entulho entulho alívio comunidad entulho escorpião criança casa verdad ajeitadinha lixo entulho situação mato período chuva rápido calça cheia espinho criançada perigo escola particular crech frent criança necessidad comunidad terreno terreno terreno verdad notícia notícia melhor volta jeito sombrinha banquinho vizinha pouquinho caminhada demanda orçamento ativo projeto secretaria planejamento essa informação demanda orçamento participativo excitação
"Calendário JPB desvenda mistério de esgoto no bairro de Manaíra, em João Pessoa-5528211.wav",mistério esgoto correndo blitz difícil resposta verdad elevatória esgoto porta casa pessoa visita pista olhada história fede difícil simpl difícil impossível história ninguém frent posto saúd comunidad compromisso resposta esgoto situação visita origem ótimo senhora última guardiã equip acident trabalho cirurgia comunidad esgoto bomba taria sério isso complexo depredação elevatória custo adequação caro declaração mundo preciso licitação preço equipamento necessário licitação empresa licitação açõ necessária muro elevatória esgoto casa
Calendário JPB entra na luta com moradores da Comunidade do Riachinho-5573144.wav,comunidad promessa projeto urbanização conjunto habitacion papel conclusão chove casa história direitinho comunidad casa sofressem enchent chuva casa conta barreira transtorno casa barreira alta barreira água escoar casa calçada baixinha mont água casa água força tempão simpl construção muro arrimo barreira morador criança casa simpl cimento barreira claro obra serviço completo estrutura casa projeto bonito bonitinho ilusão prefeito passo projeto bonitinho graminha banquinho comunidad passo projeto papel obra pronta equip responsável data
Calendário JPB mostra andamento de obra em quadro de esporte de Bayeux-6850104.wav,feliz vida andamento ginásio obra ligeira obra ginásio tambaí trabalho cobrança ginásio diferent primeira verdad faixa feliz otimista lazer comunidad sentimento satisfação dinheirinho cara ninguém andamento trabalho obra verdad obra setembro obra comunidad menino quadra criança esperança bola obra junho andamento obra secretário bola novembro prazo empecilho time cara equip bola legal secretário desafio estrela artilheiro goleiro
Calendário JPB tem carimbo de resolvido para moradores da Torre-5796676.wav,carimbo simpl dezembro senhora simpática espectadora ajuda neta e-mail ajuda lixo visita calçada lixo mato entulho limpinho senhora dezembro lixo repent presença atividad responsabilidad serviço correto segunda-feira simpl socorro dezembro data visita escorpião barata tribo saudad verdad educação consciência lixo morador ninguém bota sujeira porta casa sujeira porta important pessoa consciência lixo transtorno comunidad chamado comunidad forcinha direito cidad época páscoa pessoa cidad
O Calendário JPB faz uma retrospectiva do ano de 2015-4707946.wav,fácil momento positivo diga parceira boa notícia luta vitória resultado super positivo batemo record caso sogra caso problemão verdad buraco casa rua esperança vida buraco tamanho buraco buraco enorm imagem olha motoqueiro buraco terrível infra responsabilidad responsabilidad buraco rápido praça apego praça início exercício início pedido reforma conseguimo ginástica pedido ginástica equipamento sensível retorno reforma acabadinha linda cheia
Calendário JPB traz novidades para Cabedelo-5048935.wav,professora funcionário estudant melhoria acesso acesso prédio situação novidad boa última visita calçamento coisa olha história início calçamento acesso buraco sofrimento educação tecnológica alternativa metad metad linha trem érica promessa quanto metro calçamento torno bocado metro drenagem prometido calçamento linha calçamento linha respirada acesso aluno chegada carro ônibu ônibu transport público ônibu contorno cbtu passagem calçamento linha novidad realização passagem necessário acompanhamento obra órgão coisa norma segurança exatament sinalização acompanhamento maior problema feliz maio andamento certo pouquinho recurso difícil município locai olhada chuva situação comunidad carent data prioridad vista pessoa acesso marca data novidad alternativa própria condiçõ
Calendário JPB - Karine Tenório volta a uma praça do Bairro Esplanada-6720203.wav,gratidão caso praça cao público ninguém pouquinho pouquinho sabedoria popular grão galinha papo feijão pouquinho pouquinho praça visita praça vitória pedido lembro quadra alambrado destruído estrutura trave futebol ginástica risco comunidad risco ferrugen balanço escorregador alto pessoa idad joven praça caminhada cara trist senhora naveiro memória ordem olho comunidad olho última visita fevereiro quem engenheiro representant sedurb comunidad completo pedacinho pedacinho comunidad josélio companheiro insistindo confiant persistência objetivo história
Calendário JPB volta à comunidade do Taipa em João Pessoa-4972653.wav,luta convit visita comunidad taipa notícia pular volta situação esgoto porta casa acredit diferent história representant notícia pouquinho torneira história mundo representant papel promessa data esgoto desejo comunidad tratamento esgoto rede funcion coisa important tecla resposta mínimo solução senhora ansiosa irmã senhora novidad certo obra comunidad taipa móvel município pavimentação rua rede esgoto pedacinho inho conta esgoto ligação clandestina água esgoto vida inferno mapa necessário rede coletora trecho reclamação projeto reta equação caixa caixa analis janeiro projeto contato empresa saldo medição compra materiai equip trabalho serviço prazo senta serviço segura firm história andamento mulher mundo
Calendário JPB - Justiça inspeciona rua no Muçumago e pede agilidade à prefeitura-6044995.wav,notícia caso antigo mago caso justiça juiz extensão expressão reunião representant terraplanagem anterior lama situação juiz fazenda comunidad promotor autor calçamento rua muçumagro important decisão judici decisão oportunidad proposta acordo possibilidad rua eleita orçamento participativo calçamento drenagem obra recurso próprio entendimento público comunidad expressão situação chuvoso realidad comunidad comunidad condiçõ procuradoria município secretário infraestrutura ótimo justiça justiça ministério público justiça avanço entendimento avanço herança último entrevista
"Calendário JPB mostra bronca grande no bairro de Manaíra, em João Pessoa-5894155.wav",cabeça doença esgoto história comerci vida informação esgoto história outubro visita situação infra jeito jeito vaqueira difícil jeito pessoa ânsia vômito cabeça estômago sintoma morador criança febr ninguém causa força alguém consciência esgoto esgoto situação jeito água mosquito junta lixo água direto galeria pluvial direto comunidad bomba esgoto rede esgoto bunda dificuldad bomba última visita semana infra entendimento casa trabalho frent unidad saúd porta consultório médico arregaçado respeito noit secretário
"Calendário JPB volta à Rua Napoleão Crispim, em Oitizeiro, em João Pessoa-6695390.wav",administração pública linha president imposto cidad paí teoria saúd educação segurança senti decent morador resposta sensação caso fenda cachoeira inverno sort mato graminha joelho hora buraco tubulação tendência altura joelho tribulação cimento frent casa concreto casa carro pego surpresa acordei obra drenagem calçamento chuva garagem encontro rua portão condiçõ buraqueira difícil olha carro situação séria present representant orçamento participativo obra prioridad orçamento participativo informação obra assessoria imprensa seinfra resposta última tentativa secretário
Calendário JPB volta ao bairro de Tambauzinho-4848898.wav,data tambauzinho sono serviço acompanha muro barreira desabafo história prédio impressão piso muro barreira cobertura plástico última coisa valcicleid mudança cobertura plástico acredito chuva cachorra derrub barreira alguém ninguém semana representant sancol empresa informarão seguint estudo solo estudo obra risco início obra obra terça-feira março prazo obra simpl serviço satisfação mundo conta avenida beira-rio principai cidad situação barreira agosto agosto cao chuva chuva statu casinha palavra prazo obra andamento encarecidament acarajé
Calendário JPB - Moradores da rua Brasília clamam por ajuda da prefeitura-5779309.wav,caso esforço comunidad brita casa notícia ruim pedra canto situação ruim jeito sensação exam história inverno sofrimento fico situação jeito mala pior pessoa água casa casa água abaixa casa casa chuva água galeria pronto cheio água casa troça outono inverno mulher obra promet serviço lixo lixo lixo pergunta casa situação lixo ladeira cheia pedra lixo
Moradores de Mangabeira conseguem resolver problema de lixo no bairro-7214923.wav,hora almoço horrível reportagem lixo sujeira situação televisão vivo dentina tempinho rotina briga parada lixo peito entulho mato calçada difícil morador lixo mato entulho construção situação lembrada outubro comunidad cara lixo sério situação notificação dono terreno prédio obra força dono olha limpeza torno semana movimentação resultado caçamba lixo cheia semana vigilância constant olho vigilância noit noit cheiro pronto café hora comida maravilhoso carroceiro materi lixo limpo direto população procur lixo anim seguint carimbão conta claro comunidad então visita carimbada reportagem lixo necessidad espaço caminhão lixo
"Calendário JPB volta ao José Américo, mas buraco em frente de casa ainda não foi resolvido-5936918.wav",internet lata situação negócio buracão jeito casa buraco casa convivem água chuva vazamento água limpa vazamento casamento buraco senha receptor alargamento limpeza casa reportagem sujeira coração casa risco buraco enorm sala coração calma comunidad compromisso humano solidariedad solidariedad condiçõ casa última visita seinfra equip arretada olhada limpeza galeria important casa situação mulher buraco casa galeria água água casa estrutura
"Calendário JPB volta à Praça Adolfo Magalhães, no Esplanada-6498851.wav",praça melhoria praça braço machucado coração praça reforma retorno casa amor dia exercício praticável situação quipamento cartaz caso jeito jeito risco repent repent pedaço ferro quadra futebol ferro menino bola bola ferro quadra perigo resposta rápido frent concluso pessoa praça semana cidadão direito qualidad vida árvore fort novidad praça engenheiro sedurb novidad mundo ansioso notícia ponho conclusão licitação solicitação compromisso população serviço recuperação recuperação equipamento academia idad criança equipamento obra urgent eliminação risco acident semana caráter urgência comunidad andamento
Calendário JPB no IFPB de Cabedelo-4376985.wav,hora caso início junho professor funcionário sala aula campu infraestrutura trabalho dificuldad acesso história última data solução infraestrutura cara visita hora realidad mundo preto sinal protesto greve mundo chegada avanço reunião comissão encaminhamo ofício audiência comissão técnica fizemo solicitação convit representant comunidad sexta-feira conversa opinião dispositivo comunidad secretaria planejamento ocupação solo data caminhão solicitação necessário abertura processo licitatório elaboração contratação serviço elaboração projeto bacia município particularment acesso processo licitatório dura média processo licitatório torno processo execução duprojeto conseguiria resposta concreto projeto ideal medida residenciai acesso qualidad solução definitiva sugestão reunião sexta-feira terraplanagem via terraplanagem trecho acesso tutu trecho tapa buraco terraplanagem
